News#,Title,Match,Score,Polarity
927,FRUEHAUF POSTS 20.3 MLN DLR 1986 LOSS,loss,-1,Negative
928,MICHIGAN GENERAL &lt;MGL> TO SELL KRESTMARK UNIT,,0,Neutral
929,RABBIT SOFTWARE &lt;RABT> TO MERGE WITH CTI DATA,,0,Neutral
930,COMSTOCK GROUP INC &lt;CSTK> 4TH QTR LOSS,loss,-1,Negative
931,TIME &lt;TL> SINKING FUND DEBENTURES YIELD 8.84 PCT,sinking,-1,Negative
932,MITSUBISHI UNIT TO SUPPLY CELLULAR TELEPHONE SYSTEMS,,0,Neutral
933,"U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION",,0,Neutral
934,HEALTHMATE INC SAYS AUDITORS INTEND TO QUALIFY ITS FINANCIAL STATEMENTS,qualify,1,Positive
935,"SWEDISH BANK, U.S. FIRM PLAN U.K. STOCK VENTURE",,0,Neutral
936,HARSCO CORP &lt;HSC> SETS QUARTERLY,,0,Neutral
937,MILASTAR CORP &lt;MILA> 3RD QTR JAN 31 LOSS,loss,-1,Negative
938,BDM &lt;BDM> GETSW ARMY CONTRACT,,0,Neutral
939,BANK OF BOSTON EXPECTS 1ST QTR EARNINGS FROM 90 CTS TO 1.00 DLRS/SHR VS 79 CTS,,0,Neutral
940,BANK OF BOSTON &lt;BKB> SEES IMPROVED 1ST QUARTER,improved,1,Positive
941,LIBYA REPORTEDLY BOUGHT WHITE SUGAR,,0,Neutral
942,"USAIR GETS APPROVAL TO BUY 9,309,394 PIEDMONT SHARES IN TENDER","tender, approval",2,Positive
943,FED EXPECTED TO ADD RESERVES,,0,Neutral
944,WRIGHT SAYS HOUSE BUDGET COMMITTEE ON TARGET,,0,Neutral
945,GE &lt;GE> CREDIT SUES PHOENIX FINANCIAL &lt;PHFC>,sues,-1,Negative
946,DOLLAR/YEN INTERVENTION RESPONDS TO PRESSURE,,0,Neutral
947,WALL STREET STOCKS/U.S. OIL COMPANIES,,0,Neutral
948,"MULFORD SAYS GERMANY, JAPAN HAVE NOT YET LIVED UP TO INTERNATIONAL COMMITMENTS",,0,Neutral
949,ORIENTAL FEDERAL INITIAL OFFERING UNDER WAY,,0,Neutral
950,FARMERS COMMODITIES TO CLEAR FUTURES FOR CO-OPS,clear,1,Positive
951,FRANK B. HALL &lt;FBH> DEBT MAY BE CUT BY MOODY'S,debt,-1,Negative
952,NORCEN SEES IMPROVEMENT IN 1987 EARNINGS,improvement,1,Positive
953,COCOA COUNCIL HEAD TO PRESENT BUFFER COMPROMISE,,0,Neutral
954,SIEMENS REBUTTS U.S. CRITICISM ON CGCT OFFER,criticism,-1,Negative
955,MULFORD DISAPPOINTED IN NEWLY INDUSTRIALIZED (NICS) EFFORTS TO STRENGTHEN CURRENCIES,disappointed,-1,Negative
956,FORD &lt;F> NEARS GM &lt;GM> IN EXECUTIVE BONUSES,bonuses,1,Positive
957,"MULFORD SAYS GERMANY, JAPAN SHOULD DO MORE",,0,Neutral
958,"EC GRANTS EXPORT LICENCES 197,000 TONNES  FREE MARKET MAIZE, ZERO BARLEY - PARIS TRADERS",free,1,Positive
959,PIER 1 IMPORTS &lt;PIR> DECLARES STOCK SPLIT,split,-1,Negative
960,RCM TECHNOLOGIES &lt;RCMT> ORDER INCREASED,,0,Neutral
961,LANCER CORP &lt;LACR> 4TH QTR NET,,0,Neutral
962,THERMO PROCESS &lt;TPSI> WINS 1.5 MLN DLR CONTRACT,wins,1,Positive
963,MACNEAL-SCHWENDLER CORP &lt;MNS> 4TH QTR JAN 31 NET,,0,Neutral
964,NICHOLS INSTITUTE &lt;LAB> 1ST QTR FEB 28 NET,,0,Neutral
965,FIRST MEDICAL DEVICES CORP &lt;FMDC> YEAR LOSS,loss,-1,Negative
966,FIRST MEDICAL &lt;FMDC> GETS ORDER,,0,Neutral
967,HEALTHMATE &lt;HMTE> EXPECTS QUALIFIED OPINION,qualified,1,Positive
968,BALLY &lt;BLY> NAMES NEW CHIEF FINANCIAL OFFICER,,0,Neutral
969,BRAZIL ASKS 60-DAY EXTENSION SHORT-TERM CREDIT,,0,Neutral
970,HEALTHMATE INC &lt;HMTE> 4TH QTR LOSS,loss,-1,Negative
971,USAIR &lt;U> CLEARED TO BUY PIEDMONT &lt;PIE> SHARES,cleared,1,Positive
972,"FED SETS TWO BILLION DLR CUSTOMER REPURCHASE, FED SAYS",,0,Neutral
973,HOUSE OF FABRICS INC &lt;HF> 4TH QTR JAN 31 NET,,0,Neutral
974,GERMAN RETAILERS EXPECT GOOD 1987,good,1,Positive
975,GERMAN WAGE ROUND SAID TO LIMIT MONETARY OPTIONS,limit,-1,Negative
976,FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY,,0,Neutral
977,SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.,,0,Neutral
978,FIRST INTERSTATE SEEKS ACQUISITION,,0,Neutral
979,ATLANTIC RESEARCH &lt;ATRC> WINS MOTOR CONTRACT,wins,1,Positive
980,THOMAS AND BETTS &lt;TNB> FILES PATENT SUIT,,0,Neutral
981,HOUSE OF FABRICS &lt;HF> SEES RESULTS IMPROVING,improving,1,Positive
982,"U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION",,0,Neutral
983,CROP GENETICS INITIAL OFFERING UNDERWAY,,0,Neutral
984,KODAK &lt;EK> BUYS STAKE IN BIOTECHNOLOGY COMPANY,,0,Neutral
985,AVERY &lt;AVY> 1ST QTR FEB 28 NET,,0,Neutral
986,FORD &lt;F> CREDIT UNIT SELLS NEW ZEALAND DLR FRNS,,0,Neutral
987,IONICS &lt;ION> WINS 20-YEAR DESALINATION CONTRACT,wins,1,Positive
988,FED SETS TWO BILLION DLR CUSTOMER REPURCHASE,,0,Neutral
989,SENATE SEEKS U.S. PROBE OF CANADIAN CORN LEVY,,0,Neutral
990,RICOH REORGANIZES U.S. UNITS,,0,Neutral
991,"UNITED WATER &lt;UWR>, BASE TEN &lt;BASE> SET VENTURE",,0,Neutral
992,KNIGHT-RIDDER INC &lt;KRN> SETS QUARTERLY,,0,Neutral
993,TECHNITROL INC &lt;TNL> SETS QUARTERLY,,0,Neutral
994,NATIONWIDE CELLULAR SERVICE INC &lt;NCEL> 4TH QTR,,0,Neutral
995,&lt;A.H.A. AUTOMOTIVE TECHNOLOGIES CORP> YEAR NET,,0,Neutral
996,BRAZIL SUGGESTS 60-DAY SHORT-TERM CREDIT EXTENSION,,0,Neutral
997,EMHART &lt;EMH> WINS FOUR COMMUNICATIONS CONTRACTS,wins,1,Positive
998,FLUOR &lt;FLR> AND UNITS DOWNGRADED BY S/P,,0,Neutral
999,BRUNSWICK CORP &lt;BC> SELLS NOTES AT 8.199 PCT,,0,Neutral
1000,ROGERS &lt;ROG> SEES 1ST QTR NET UP SIGNIFICANTLY,,0,Neutral
1,JOHANNESBURG GOLD SHARES CLOSE MIXED TO FIRMER,"gold, firmer",2,Positive
5,"FEEDER CATTLE FUTURES SET NEW HIGHS, TURN MIXED",,0,Neutral
8,CBT CORN SPREADS,,0,Neutral
10,TEXAS PANHANDLE/W OKLA FEEDLOT ROUNDUP - USDA,,0,Neutral
11,MIDWEST GRAIN FUTURES 11:00   EDT,,0,Neutral
12,VOLCKER PUSHES SPENDING CUTS OVER TRADE BILL,,0,Neutral
14,MIDWEST GRAIN FUTURES 11:01   EDT,,0,Neutral
15,CBT SOYBEAN SPREADS,,0,Neutral
18,SIOUX FALLS CATTLE UP 0.50 DLR - USDA,falls,-1,Negative
20,CBT SOYBEAN OIL SPREADS,,0,Neutral
22,FLASH SIOUX FALLS HOGS UP 1.75 DLR - USDA,"falls, hogs",-2,Negative
25,CBT SOYBEAN MEAL SPREADS,,0,Neutral
28,AMERICAN SPORTS ADVISORS &lt;PIKS> TO LIQUIDATE,,0,Neutral
29,"N.Y. COFFEE FUTURES SLIGHTLY HIGHER, THIN EARLY",,0,Neutral
30,THATCHER FIRM AS PRESSURE MOUNTS FOR ELECTIONS,,0,Neutral
31,PORTUGUESE AIRLINE CONFIRMS AIRBUS A310 ORDER,,0,Neutral
33,FLASH ST PAUL HOGS UP 1.00/2.00 DLRS - USDA,hogs,-1,Negative
34,VOLCKER SAYS RESTRICTIVE MONETARY POLICY WOULD HURT INVESTMENT,"restrictive, hurt",-2,Negative
37,WORLD SUGAR FUTURES TUMBLE IN EARLY TRADING,tumble,-1,Negative
38,GOLD AND SILVER CLOSE OFF HIGHS IN ZURICH,gold,1,Positive
39,SWEDEN'S ERICSSON WINS U.S. ORDER,wins,1,Positive
40,FLASH OMAHA HOGS UP 1.00 DLR - USDA,hogs,-1,Negative
42,"CBT WHEAT FUTURES OPEN FIRMER, SET NEW HIGHS",firmer,1,Positive
43,DOLLAR CLOSES LITTLE CHANGED IN FRANKFURT,,0,Neutral
45,LIVE HOG FUTURES HIGHER EARLY,,0,Neutral
46,MIDWEST GRAIN FUTURES 11:10   EDT,,0,Neutral
50,"HONEYWELL BULL INTRODUCES HIGH PERFORMANCE COMPUTERS FOR MEDIUM, LARGE FIRMS",,0,Neutral
51,"PORK BELLY FUTURES START HIGHER, THEN EASE",ease,1,Positive
52,MISSOURI DIRECT HOGS UP 1.00-1.50 DLR - USDA,hogs,-1,Negative
55,VOLCKER SEES TIGHT POLICY HURTING INVESTMENT,hurting,-1,Negative
56,REUTERS &lt;RtrSY> UNIT COMPLETES TRADING SYSTEM,,0,Neutral
57,LONDON LIFFE D.MARK CLOSE 1614 - APR 7,,0,Neutral
59,LONDON LIFFE S.FRANC CLOSE 1616 - APR 7,,0,Neutral
62,CBT SOYBEAN FUTURES OPEN SLIGHTLY FIRMER,firmer,1,Positive
63,DOLLAR REMAINS IN NARROW RANGE IN QUIET ZURICH,quiet,1,Positive
67,ST LOUIS CATTLE STEADY/UP 0.50 DLR - USDA,,0,Neutral
68,"LIFFE, AFTER RECORD VOLUMES, SEES MORE GROWTH",,0,Neutral
69,NEW BEDFORD INSTITUTION FOR SAVINGS &lt;NBBS> YEAR,savings,1,Positive
70,HONEYWELL BULL UNVEILS FIVE NEW COMPUTERS,,0,Neutral
71,OXFORD ENERGY CO &lt;OEN> TO BUILD ENRGY PLANT,,0,Neutral
72,POLYDEX &lt;POLXF> ANTI-WRINKLE INGREDIENT PATENTED,,0,Neutral
73,DIGITAL TRANSMISSION &lt;DTINU> OFFERS UNITS,,0,Neutral
74,CBT SOYPRODUCT FUTURES HIGHER IN EARLY TRADE,,0,Neutral
77,PRESIDENTIAL AIR &lt;PAIR> IN SALE/LEASEBACK,,0,Neutral
78,MIDWEST GRAIN FUTURES 11:20   EDT,,0,Neutral
80,HIGHWOOD &lt;HIWDF> COMMENTS ON SHARE PRICE RISE,,0,Neutral
81,SPOT TIN SLIGHTLY LOWER ON EUROPEAN FREE MARKET,free,1,Positive
84,FHLBB CHANGES SHORT-TERM DISCOUNT NOTE RATES,,0,Neutral
86,GENERAL ELECTRIC&lt;GE>-POWERED HELICOPTER UNVEILED,,0,Neutral
87,REUTER UNIT COMPLETES MERRILL LYNCH TRADING SYSTEM,,0,Neutral
88,AFRICAN DEVELOPMENT BANK LOANS ROSE 42 PCT IN 1986,,0,Neutral
89,OMAHA CATTLE UP 0.50 DLR - USDA,,0,Neutral
90,MELRIDGE &lt;BULB> UNIT IN REAL ESTATE AGREEMENT,agreement,1,Positive
91,PHOTRONICS CORP &lt;PHOT> YEAR FEB 28 NET,,0,Neutral
92,MIDWAY AIRLINES &lt;MDWY> MARCH LOAD FACTOR FALLS,falls,-1,Negative
93,OCEAN BIO-CHEM INC &lt;OBCI> YEAR NET,,0,Neutral
94,LOWE'S &lt;LOW> TO SELL DURAKON &lt;DRKN> LINER,,0,Neutral
95,FEDERAL RESOURCES &lt;FDRC> NAMES NEW PRESIDENT,,0,Neutral
96,WALKER TELECOMMUNICATIONS &lt;WTEL> GETS CONTRACT,,0,Neutral
98,AIDC ISSUES AUSTRALIAN DOLLAR ZERO COUPON EUROBOND,issues,-1,Negative
99,TELE-COMMUNICATIONS &lt;TCOMA> SELLS CABLE SYSTEMS,,0,Neutral
100,SWEDISH FINANCE FIRMS SEEN HIT BY DEREGULATION,,0,Neutral
102,WALL STREET STOCKS HIGHER IN LATE MORNING,,0,Neutral
103,ENVIRONMENTAL POWER CORP &lt;POWR> YEAR NET,,0,Neutral
106,SWEDISH INDUSTRY SEES HIGHER 1987 PRODUCTION,,0,Neutral
107,U.S. ENERGY FUTURES STEADY BUT QUIET,"quiet, steady",2,Positive
109,GERMAN LONG-TERM CAPITAL INFLOW SLUMPS IN FEBRUARY,,0,Neutral
111,"BRITISH TELECOM, NTT SIGN COOPERATION AGREEMENT",agreement,1,Positive
115,SIOUX CITY CATTLE UP 0.50/1.00 DLR - USDA,,0,Neutral
117,N.Y. COTTON FUTURES STEADY IN EARLY TRADING,steady,1,Positive
119,SIOUX CITY HOGS STEADY/UP 1.25 DLR - USDA,hogs,-1,Negative
121,MIDWEST GRAIN FUTURES 11:31   EDT,,0,Neutral
126,EC SOURCES SAY UK WHEAT PLAN YET TO BE APPROVED,,0,Neutral
131,BROKERAGE FIRM UPS STAKE IN ALLEGHENY &lt;AG>,,0,Neutral
132,U.K. GRAIN FUTURES CLOSE STEADY TO FIRMER,"firmer, steady",2,Positive
133,KANSAS CITY SHIPMENTS AND RECEIPTS,,0,Neutral
135,STONE &lt;STO> FILES FOR SECONDARY OFFERING,,0,Neutral
136,LME METAL PM 2ND RING VOLUMES/PAIDS  - APR 7,,0,Neutral
139,"SPOT LARD, TALLOW, GREASE STEADY",steady,1,Positive
140,BOEING PROPOSES WESTLAND DEAL,,0,Neutral
141,ENVIRONMENTAL POWER &lt;POWR> GETS CONTRACTS,,0,Neutral
143,LONE STAR &lt;LCE> SEES FLAT U.S. CEMENT DEMAND,lone,-1,Negative
145,U.S. ALUMINUM STOCKS HIGHER IN DECEMBER - ABMS,,0,Neutral
146,MALTA TENDERS FOR WHITE SUGAR TODAY - TRADE,,0,Neutral
147,CALTON &lt;CN> OFFERING DECLARED EFFECTIVE,effective,1,Positive
148,CHILI'S &lt;CHLI> FILES FOR CONVERTIBLE DEBENTURES,,0,Neutral
149,GOTTHARD BANK SELLS WARRANTS INTO DAINIPPON INK,,0,Neutral
150,"FED SETS TWO-DAY SYSTEM REPURCHASES, FED SAYS",,0,Neutral
151,ALIAS RESEARCH IN CAPITAL JOINT VENTURE,,0,Neutral
153,EMERY AIR &lt;EAF> MARCH SHIPMENTS RISE,,0,Neutral
154,CORROON AND BLACK &lt;CBL> COMPLETE ACQUISITION,,0,Neutral
156,COLONIAL &lt;CLBGA> TO ACQUIRE PENSACOLA BANK,,0,Neutral
157,KANSAS CITY WHEAT MARGINALLY FIRMER AT MIDDAY,"firmer, marginally",0,Neutral
159,MIDWEST GRAIN FUTURES 11:40   EDT,,0,Neutral
160,ST JOSEPH HOGS UP 1.00/1.50 DLR - USDA,hogs,-1,Negative
161,"Ia-So Minn direct hogs estimated rcpts 80,000 vs actual week ago 85,000 and actual year ago 72,000.",hogs,-1,Negative
163,OHIO DIRECT HOGS UP 1.00 DLR - USDA,hogs,-1,Negative
164,ONTARIO TREASURY BILL YIELD RISES,,0,Neutral
165,UNIVERSITY &lt;UPT> REPORTS MARCH LENS SALE,,0,Neutral
166,SUPER RITE FOODS INC &lt;SRFI> SETS QTRLY PAYOUT,super,1,Positive
167,KANSAS CITY HOGS UP 1.50 DLR - USDA,hogs,-1,Negative
168,MILTON ROY CO &lt;MRC> SETS QUARTERLY,,0,Neutral
169,JOLIET HOGS UP 1.00 DLR - USDA,hogs,-1,Negative
171,INDIANA DIRECT HOGS UP 1.00/1.50 DLR - USDA,hogs,-1,Negative
173,DELTA AIR &lt;DAL> TO EXPAND PASSENGER TERMINAL,,0,Neutral
175,DOLLAR STEADY IN LATE PARIS TRADING,steady,1,Positive
177,GOLDSIL AND GOLDEN RULE AGREE TO MERGE,golden,1,Positive
178,FED SETS TWO-DAY SYSTEM REPURCHASES,,0,Neutral
180,COLONIAL BANCGROUP INC &lt;CLBGA> 1ST QTR NET,,0,Neutral
182,"Dresdner to propose 1986 dividend 10 marks vs same, one-for-18 bonus share issue","issue, bonus",0,Neutral
183,LONDON OILS/SEEDS CLOSE QUIETLY MIXED,,0,Neutral
184,WALL STREET STOCKS/AUTOMAKERS,,0,Neutral
187,ST PAUL CATTLE UP 1.00/1.50 DLR - USDA,,0,Neutral
188,ST PAUL HOGS UP 1.00/2.00 DLRS - USDA,hogs,-1,Negative
189,EUROPEAN SOY/FEED AFTERNOON GENERALLY ACTIVE,,0,Neutral
190,CASH SOYMEAL BASIS STEADY IN INCREASED TRADE,steady,1,Positive
192,MIDWEST GRAIN FUTURES 11:50   EDT,,0,Neutral
195,BROWNING-FERRIS &lt;BFI> UNIT SEEKS WASTE PERMIT,waste,-1,Negative
196,LONDON SOYMEAL FUTURES CLOSE QUIETLY MIXED,,0,Neutral
197,WHITE HOUSE SAYS A.I.D. CHIEF PETER MCPHERSON TO BE DEPUTY TREASURY SECRETARY,,0,Neutral
199,"JAPAN CUTS CHIP SUPPLY, MAY PRODUCE SHORTAGE",shortage,-1,Negative
200,"SENIOR TREASURY AIDE SAYS PARIS PACT TO BE REVIEWED, U.S. THINKS IT SUCCESSFUL",successful,1,Positive
201,INVESTORS RAISE STAKE IN PUROLATOR &lt;PCC>,,0,Neutral
202,SENIOR U.S. AIDE SAYS NO CONSENSUS YET ON PARIS CLUB RELIEF FOR POOREST NATIONS,"poorest, relief",0,Neutral
204,LONDON COCOA GRADINGS/TENDERS - APR 7,,0,Neutral
206,LONDON COFFEE GRADINGS/TENDERS AFTERNOON - APR 7,,0,Neutral
207,DUTCH MONEY MARKET DEBT RISES IN WEEK,debt,-1,Negative
208,INTERNATIONAL BOND HIGHLIGHTS - APRIL 7,,0,Neutral
210,SENATE FARM LEADER URGES HELP FOR RURAL AMERICA,,0,Neutral
211,"KUWAIT ASKS TO USE FOREIGN FLAG TANKERS, U.S SAYS",,0,Neutral
212,U.S. GRAIN CERTS SAVE 50-100 MLN DLRS - AMSTUTZ,,0,Neutral
213,"GM &lt;GM> SHIFTS LATIN AMERICAN, ASIA OFFICERS",,0,Neutral
214,VOLCKER SAYS FED POLICY NOT RESPONSIBLE FOR PRIME RATE RISE,,0,Neutral
217,LONDON EURODOLLAR DEPOSITS CLOSE QUIETLY STEADY,steady,1,Positive
220,U.S. URGES SURPLUS NATIONS TO BOOST GROWTH,boost,1,Positive
230,REUTER COMMODITIES NEWS HIGHLIGHTS 1600 GMT - APRIL 7,,0,Neutral
241,MIDWEST GRAIN FUTURES 12:00   EDT,,0,Neutral
242,CBT CORN SPREADS,,0,Neutral
243,MIDWEST GRAIN FUTURES 12:01   EDT,,0,Neutral
246,CBT SOYBEAN SPREADS,,0,Neutral
248,CBT SOYBEAN OIL SPREADS,,0,Neutral
250,LONDON GOLD CLOSES OFF LOWS,gold,1,Positive
252,CBT CORN FUTURES HOLD GAINS AT MIDSESSION,gains,1,Positive
255,CBT SOYBEAN MEAL SPREADS,,0,Neutral
258,"CASH PORK CALLED MIXED, BEEF HIGHER",,0,Neutral
261,"GANDALF &lt;GANDF>, BRITISH TELECOM IN AGREEMENT",agreement,1,Positive
262,MANHATTAN NATIONAL &lt;MLC> NAMES NEW CHAIRMAN,,0,Neutral
263,ACME PRECISION &lt;ACL> SETS HOLDER VOTE ON BUYOUT,,0,Neutral
264,UAL &lt;UAL> AIRLINE PILOTS HOLDING NATIONAL MEETING,,0,Neutral
265,NATIONAL GYPSUM DEBT UPGRADED BY MOODY'S,"upgraded, debt",0,Neutral
266,NYNEX &lt;NYN> TO HIRE TEMPORARY WORK FORCE,work,1,Positive
267,ERICSSON &lt;ERICY> GETS U S WEST &lt;USW> ORDER,,0,Neutral
268,MINNEAPOLIS SPRING WHEAT MOSTLY UP AT MIDDAY,,0,Neutral
269,MIDWEST GRAIN FUTURES 12:10   EDT,,0,Neutral
270,VOLCKER SAYS FED POLICY NOT LINKED TO RATE RISE,,0,Neutral
273,MIDDAY WINNIPEG OILSEEDS HIGHER,,0,Neutral
274,SCRAP COPPER QUOTED AT NOMINAL 51.50 CENTS,scrap,-1,Negative
275,LONDON COMMODITY EXCHANGE VOLUME STEADY - ICCH,steady,1,Positive
276,BANK OF ENGLAND EFFECTIVE INDEX SHOWS DOLLAR AT 101.6,effective,1,Positive
277,INTERNATIONAL CREDIT HIGHLIGHTS - APRIL 7,,0,Neutral
279,CANADA STOCKS HIGHER AT MIDSESSION,,0,Neutral
280,AEGON ISSUES 200 MLN GUILDER BONDS WITH WARRANTS,issues,-1,Negative
281,OMAHA HOGS UP 1.00 DLR - USDA,hogs,-1,Negative
282,WEIS MARKETS &lt;WMK> IN THREE FOR TWO STOCK SPLIT,split,-1,Negative
283,RAYTHEON &lt;RTN> RECEIVES 37.5 MLN DLR CONTRACT,,0,Neutral
284,LORIMAR &lt;LT> GETS OUTBOARD MARINE &lt;OMC> PACT,,0,Neutral
285,MCCORMICK CAPITAL &lt;MKOR> 1986 YEAR NET,,0,Neutral
287,"N.Y. FCOJ FUTURES SURGE, OFF HIGHS MIDDAY",,0,Neutral
289,LONDON SUGAR RALLIES FROM LOWS BY LATE AFTERNOON,,0,Neutral
291,PLEXUS &lt;PLUSF> SETS EQUITY FINANCING,,0,Neutral
292,LIVE CATTLE FUTURES MIXED AT MIDSESSION,,0,Neutral
293,U.S. SAYS NO PACT ON RELIEF FOR POOREST STATES,"poorest, relief",0,Neutral
295,LOUISVILLE FEEDERS STEADY/UP 1.00 DLR - USDA,,0,Neutral
297,"U.S. MINT SEEKING OFFERS ON COPPER, NICKEL",,0,Neutral
298,FAMILY HEALTH SYSTEMS &lt;FHSY> TO MAKE PURCHASE,,0,Neutral
299,EC SUGAR IMPORT LEVIES,,0,Neutral
300,OLD FASHION FOODS INC &lt;OFFI> 3RD QTR FEB 28 NET,,0,Neutral
301,CBT WHEAT FUTURES EASE TO MIXED BY MIDSESSION,ease,1,Positive
302,LME COPPER CLOSES AFTER RETREAT FROM EARLIER HIGHS,retreat,-1,Negative
303,MOTOROLA &lt;MOT> SELECTS SYSTEM COMPILERS,,0,Neutral
306,MIDWEST GRAIN FUTURES 12:20   EDT,,0,Neutral
307,MIDSESSION FEEDER CATTLE FUTURES MIXED,,0,Neutral
310,CONSOLIDATED-BATHURST SEES BETTER MARKET,better,1,Positive
311,LONDON COFFEE CLOSES FIRMER IN DULL TRADING,"firmer, dull",0,Neutral
312,LONDON EXCHANGES - SDR CALCULATION,,0,Neutral
313,"MORE U.S. GRAIN CERTIFICATES NEEDED, STUDY SAYS",,0,Neutral
314,CUMMINS ENGINE &lt;CUM> SEES IMPROVED EARNINGS,improved,1,Positive
315,NORTH-WEST TELECOM &lt;NOWT> MAKES ACQUISITION,,0,Neutral
316,MILTON ROY CO &lt;MRC> SETS REGULAR DIVIDEND,,0,Neutral
318,LIVE HOG FUTURES UP FURTHER AT MIDSESSION,,0,Neutral
319,LONDON GASOIL CALL COMPLETE  1723 - APR 7,,0,Neutral
320,bBANK OF CANADA DOLLAR STERLING RATES,,0,Neutral
323,OKLAHOMA CITY FEEDERS STEADY - USDA,steady,1,Positive
324,OHIO MATTRESS CO &lt;OMT> 1ST QTR FEB 28 NET,,0,Neutral
325,MOODY'S MAY UPGRADE PUBLIC SERVICE INDIANA'S 1.1 BILLION DLRS OF DEBT,debt,-1,Negative
326,WORLD SUGAR FUTURES PARE LOSSES BY MIDSESSION,losses,-1,Negative
327,ITALIAN BANK DEPOSIT GUARANTEE FUND APPROVED,guarantee,1,Positive
328,COMPUTER NETWORK&lt;CMNT> MAKES SIX INSTALLATIONS,,0,Neutral
329,LME NICKEL CLOSE SLIPS TO DAY'S LOW,,0,Neutral
330,CBT SOYBEAN FUTURES MOSTLY HIGHER AT MIDSESSION,,0,Neutral
331,YUGOSLAVIA DISCUSSES COMMERCIAL DEBT REFINANCING,debt,-1,Negative
332,LME LEAD CLOSES FIRMER,"firmer, lead",2,Positive
335,LONDON SUGAR NO.6 AT 1730 - APR 7,,0,Neutral
337,BOESKY AIDE DAVIDOFF CONSENTS TO SEC PENALTIES; AGREES TO HELP INVESTIGATION,,0,Neutral
340,USSR CROP WEATHER SUMMARY -- USDA/NOAA,,0,Neutral
342,DOLLAR SLIGHTLY LOWER AT NEW YORK MIDSESSION,,0,Neutral
343,LONDON COCOA CLOSES NARROWLY MIXED,,0,Neutral
344,SIOUX FALLS HOGS UP 1.50/1.75 DLR - USDA,"falls, hogs",-2,Negative
347,MIDWEST GRAIN FUTURES 12:30   EDT,,0,Neutral
351,U.S. HOUSE LEADER THINKS TAX HIKE WILL PASS,,0,Neutral
352,WALL STREET STOCKS HIGHER AT MIDSESSION,,0,Neutral
354,U.S. WEATHER/COTTON SUMMARY -- USDA/NOAA,,0,Neutral
355,COMEX SILVER FUTURES HOLD GAINS AT MIDDAY,gains,1,Positive
356,PORK BELLY FUTURES HIGHER AT MIDSESSION,,0,Neutral
357,DOLLAR STEADY IN EUROPE AHEAD OF WASHINGTON TALKS,steady,1,Positive
358,U.S. GOLD FUTURES HOLD PARED GAINS AT MIDSESSION,"gold, gains",2,Positive
359,DALTEX &lt;DLTX> ASSIGNED PATENT FOR SKIN THERAPY,,0,Neutral
360,GRAIN SHIPS WAITING AT NEW ORLEANS,,0,Neutral
361,CBT SOYPRODUCT FUTURES HIGHER AT MIDSESSION,,0,Neutral
362,CASH WHOLESALE BEEF PRICES,,0,Neutral
364,LME ZINC CLOSES STEADY AT LOWER LEVELS,steady,1,Positive
366,U.S. SAYS NO PACT ON RELIEF FOR POOREST STATES,"poorest, relief",0,Neutral
367,BIFFEX FALLS FURTHER BY CLOSE,falls,-1,Negative
368,MIDWEST GRAIN FUTURES 12:40   EDT,,0,Neutral
369,WEST FARGO CATTLE UP 2.00 DLRS - USDA,,0,Neutral
370,CASH WHOLESALE PORK PRICES,,0,Neutral
371,CASH GRAIN SORGHUM PRICES,,0,Neutral
372,COCOA/COFFEE/SUGAR TRADE NEWS/MARKET COMMENT,,0,Neutral
374,N.Y. PLATINUM FUTURES HIGHER AT MIDSESSION,,0,Neutral
375,BOESKY AIDE AGREES TO STOCK TRADING PENALTIES,,0,Neutral
376,GENERAL PARTNERS IS TERMINATING OFFER FOR GENCORP INC,,0,Neutral
378,TX/W OKLA FEEDLOT CATTLE STDY/UP 0.50 DLR-USDA,,0,Neutral
380,"MIYAZAWA LEAVES HOTEL FOR MEETING WITH BAKER AT TREASURY, JAPANESE OFFICIALS SAY",,0,Neutral
385,U.S. LIVESTOCK STRESSED BY WEATHER--USDA/NOAA,,0,Neutral
388,BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 3.55 DLRS,loss,-1,Negative
389,"IOWA GRAIN ELEVATOR EXPLODES, BURNS",burns,-1,Negative
390,U.S. CREDIT MARKETS MIXED AT MIDSESSION,,0,Neutral
392,MIDWEST GRAIN FUTURES 12:50   EDT,,0,Neutral
393,ARTISTIC GREETINGS &lt;ARTG> SEES RECOVERY IN NET,recovery,1,Positive
394,PARTNERSHIP BUYS 5.1 PCT ORANGE-CO &lt;OJ> STAKE,,0,Neutral
395,COOPERATIVE ENERGY TESTS OIL AT TWO WELLS,cooperative,1,Positive
397,AVINDA DEBENTURES CONVERTED TO COMMON SHARES,,0,Neutral
398,"COMEX COPPER FUTURES DROP LATE, SETTLE LOWER",,0,Neutral
399,MAY&lt;MA> NAMES CHAIRMAN FOR L.S. AYRES DIVISION,,0,Neutral
401,DOW &lt;DOW> UNIT GETS FDA REVERSE OSMOSIS PERMIT,,0,Neutral
402,CUMMINS ENGINE CO INC &lt;CUM> SETS PAYOUT,,0,Neutral
